id	country	rule	tail	manufacturer	designation	site_country
19529	IL	4X- registration	4X-AWJ	Ayres	S-2D	Israel
19150	FR	F- registration	F-ZBAU	Grumman	S-2F-1	France
18258	FR	F- registration	F-ZBAZ	Grumman	S-2FT	France
19530	IL	4X- registration	4X-AWH	Ayres	S-2RT	Israel
19764	TR	TC- registration	TC-ZMC	Ayres	S-2R-600	Turkey
10550	US	N-number	N573K	Inland	S-300	United States
25054	US	N-number	N803W	Sikorsky	S-39B	United States
10480	US	N-number	N91373	Rans	S-4	United States
24440	US	US registration (maker is not a UK airframe builder)	N4741	Thomas-Morse	S-4B	United States
10627	US	N-number	N3307T	Thomas-Morse	S-4C	United States
20238	US	N-number	N38863	Thomas-Morse	S-4C	United States
22271	AU	RAAF A-series serial	A80-374	Sikorsky	S-51	Australia
25053	US	US registration (maker is not a UK airframe builder)	N5219	Sikorsky	S-51	United States
754	US	N-number	N9433H	Sikorsky	S-52-3	United States
25128	US	USAF/US Army fiscal-year serial	52-7573	Sikorsky	S-55	United States
20902	CA	CF- registration	CF-JTI	Sikorsky	S-55H-19	Canada
24321	US	N-number	N349N	Savoia-Marchetti	S-56B	United States
17064	DE	D- registration	D-HAUD	Sikorsky	S-58C	Germany
16665	DE	Bundeswehr NN+NN	81+09	Sikorsky	S-58H-34G	Germany
17202	DE	Bundeswehr NN+NN	80+34	Sikorsky	S-58H-34G	Germany
17844	DE	Bundeswehr NN+NN	80+73	Sikorsky	S-58H-34G	Germany
17909	DE	D- registration	D-HAUF	Sikorsky	S-58H-34G	Germany
27226	US	US registration (maker is not a UK airframe builder)	N8865	Travel Air	S-6000B	United States
27270	US	US registration (maker is not a UK airframe builder)	N8159	Travel Air	S-6000B	United States
22192	AU	RAAF A-series serial	A25-105	Sikorsky	S-70A-9	Australia
25127	US	N-number	N5415X	Sikorsky	S-76A	United States
19948	TR	TC- registration	TC-HKN	Sikorsky	S-76B	Turkey
16399	GB	G- registration	G-ACUX	Short	S.16Scion I	United Kingdom
22583	NZ	RNZAF serial	NZ4112	Short Brothers	S.25Mk.5	New Zealand
22635	NZ	RNZAF serial	NZ4115	Short Brothers	S.25MR.V	New Zealand
5442	FR	F- registration	F-OBIP	Short	S.25Sandringham 7	France
22636	NZ	ZK- registration	ZK-AMO	Short Brothers	S.45Mk.IV	New Zealand
16065	GB	British serial (maker is a UK airframe builder)	N248	Supermarine	S.6A	United Kingdom
15971	GB	RAF pre-war single-letter serial	S1595	Supermarine	S.6B	United Kingdom
18855	FR	F- registration	F-BGAA	SIPA	S.901	France
7785	US	N-number	N3922D	Royal Aircraft Factory	S.E.5a	United States
8144	US	N-number	N1917J	Royal Aircraft Factory	S.E.5a	United States
8145	US	N-number	N52RT	Royal Aircraft Factory	S.E.5a	United States
9772	US	USAF/US Army fiscal-year serial	18-0012	Royal Aircraft Factory	S.E.5a	United States
15978	GB	G- registration	G-EBIB	Royal Aircraft Factory	S.E.5a	United Kingdom
16042	GB	G- registration	G-EBIA	Royal Aircraft Factory	S.E.5a	United Kingdom
20668	CA	CF- registration	CF-QGL	Royal Aircraft Factory	S.E.5a	Canada
22244	AU	RAAF A-series serial	A2-31	Royal Aircraft Factory	S.E.5a	Australia
25807	US	N-number	N640DH	Royal Aircraft Factory	S.E.5a	United States
26478	US	N-number	N1031G	Royal Aircraft Factory	S.E.5A	United States
20222	US	N-number	N685SE	Royal Aircraft Factory	S.E.5a	United States
20223	US	N-number	N113TS	Royal Aircraft Factory	S.E.5a	United States
20863	CA	C-F/G registration	C-GRJC	Royal Aircraft Factory	S.E.5a	Canada
20864	CA	C-F/G registration	C-FQGM	Royal Aircraft Factory	S.E.5a	Canada
22394	AU	RAAF A-series serial	A2-4	Royal Aircraft Factory	S.E.5a	Australia
26382	US	N-number	N9104A	SPAD	S.VII	United States
3893	US	N-number	N55681	Beechcraft	S18D	United States
6797	US	N-number	N98HP	Strojnik	S2A	United States
7807	US	N-number	N5470C	Grumman	S2F-1	United States
18274	FR	F- registration	F-CAXX	Arsenal	SA 103	France
18275	FR	F- registration	F-CRHI	Arsenal	SA 103	France
22660	NZ	ZK- registration	ZK-HSK	Aerospatiale	SA 315B	New Zealand
20520	CA	C-F/G registration	C-FCAX	Aerospatiale	SA 316Alouette III	Canada
20876	CA	C-F/G registration	C-FCAZ	Aerospatiale	SA 316Alouette III	Canada
21326	CA	CF- registration	CF-CAW	Aerospatiale	SA 316Alouette III	Canada
5313	FR	F- registration	F-ZBAN	Aérospatiale	SA 316B	France
16685	DE	D- registration	D-HBJI	Sud Aviation	SA 318C Alouette II	Germany
22497	EC	HC- registration	HC-BKU	Aerospatiale	SA 319B	New Zealand
18499	FR	F- registration	F-XCCI	Sud Aviation	SA 321Gb	France
16616	SD	ST- registration	ST-AXU	Aérospatiale	SA 330J Puma	Germany
18272	FR	F- registration	F-GCQR	Aérospatiale	SA 365C-3	France
16617	DE	D- registration	D-HAAK	Aérospatiale	SA 365C3 Dauphin	Germany
2859	US	N-number	N163G	Stolp-Adams	SA-100	United States
18783	FR	F- registration	F-CRDO	Guerchais-Roche	SA-104	France
23933	US	USAF/US Army fiscal-year serial	49-0082	Grumman	SA-16A	United States
1059	US	USAF/US Army fiscal-year serial	51-7254	Grumman	SA-16B	United States
21989	US	N-number	N224HR	Swearingen	SA-226T	Australia
22164	AU	VH- registration	VH-BPV	Swearingen Aircraft	SA-226TC	Australia
21159	CA	C-F/G registration	C-FRAD	Stits	SA-3A Playboy	Canada
23733	IS	TF- registration	TF-SIF	Aérospatiale	SA-365N-1	Iceland
7236	US	N-number	N808JR	Stolp	SA-500	United States
21284	CA	CF- registration	CF-OWA	Stits	SA-7D Skycoupe	Canada
14142	CI	TU- registration	TU-VAP	Aérospatiale	SA.330C	Côte d'Ivoire
14844	GB	RAF two-letter serial	XW241	Aerospatiale	SA.330E	United Kingdom
14143	CI	TU- registration	TU-VAV	Aérospatiale	SA.365C2	Côte d'Ivoire
16400	GB	G- registration	G-AKLW	Short	SA.6Sealand	United Kingdom
11609	AR	LQ- registration	LQ-MLV	Fairchild Swearingen	SA226TC	Argentina
7238	US	N-number	N566UP	Fairchild Swearingen	SA227	United States
14518	DE	Bundeswehr NN+NN	75+48	Sud Aviation	SA318C	United Kingdom
15017	FR	F- registration	F-WQAP	Aerospatiale	SA365N	United Kingdom
26779	AU	RAAF A-series serial	A94-916	Commonwealth Aircraft Corporation	Sabre-30	United States
15866	GB	RAF two-letter serial	XB812	Canadair	Sabre F.4	United Kingdom
25186	US	N-number	N401BD	Baumann	Safari-400	United States
16064	GB	RAF two-letter serial	JM715	Short	Sandringham Mk IV	United Kingdom
9835	US	N-number	N100FV	Sikorsky Boeing	SB-1	United States
26464	US	US registration (maker is not a UK airframe builder)	NC857	Stinson	SB-1	United States
8427	US	USAF/US Army fiscal-year serial	44-61671	Boeing	SB-29	United States
16363	GB	RAF two-letter serial	WG768	Short	SB.5	United Kingdom
3936	GB	RAF two-letter serial	FF443	Brewster	SB2A	United States
6009	GB	RAF two-letter serial	FF860	Brewster	SB2A-1	United States
8043	US	N-number	N75552	Curtiss	SB2C-1A	United States
22159	AU	VH- registration	VH-SBU	Seabird Aviation	SB5E	Australia
22158	AU	VH- registration	VH-SBI	Seabird Aviation	SB5N	Australia
22160	AU	VH- registration	VH-EQN	Seabird Aviation	SB7L-360A3	Australia
8041	US	N-number	N34N	Douglas	SBD-4	United States
24798	US	N-number	N82GA	Douglas	SBD-5	United States
6588	US	N-number	N15UT	PZL-Mielec	SBLim-2	United States
11598	AR	LV- registration	LV-X216	WSK-Mielec	SBLim-2M	Argentina
15975	GB	RAF two-letter serial	XG900	Short Brothers	SC.1	United Kingdom
16398	GB	RAF two-letter serial	XG905	Short	SC.1	United Kingdom
16770	DE	D- registration	D-HBAT	Schneider	Sch-2Fledermaus	Germany
14361	GB	RAF two-letter serial	WT859	Supermarine	Scimitar F.1	United Kingdom
14888	GB	RAF two-letter serial	XD317	Supermarine	Scimitar F.1	United Kingdom
24371	GB	RAF two-letter serial	XD220	Supermarine	Scimitar F1	United States
4015	US	N-number	N6WM	Flaglor	Scooter	United States
8887	MY	9M- registration	9M-ARY	RotorWay	Scorpion	Malaysia
22733	NZ	ZK- registration	ZK-SPH	Sopwith	Scout	New Zealand
14157	GB	RAF two-letter serial	XT638	Westland	Scout AH.1	United Kingdom
14250	GB	RAF two-letter serial	XP847	Westland	Scout AH.1	United Kingdom
14251	GB	RAF two-letter serial	XP910	Westland	Scout AH.1	United Kingdom
14254	GB	RAF two-letter serial	XV127	Westland	Scout AH.1	United Kingdom
14370	GB	RAF two-letter serial	XP899	Westland	Scout AH.1	United Kingdom
14458	GB	RAF two-letter serial	XT633	Westland	Scout AH.1	United Kingdom
14717	GB	RAF two-letter serial	XV122	Westland	Scout AH.1	United Kingdom
14841	GB	RAF two-letter serial	XP848	Westland	Scout AH.1	United Kingdom
15081	GB	RAF two-letter serial	XP165	Westland	Scout AH.1	United Kingdom
15301	GB	RAF two-letter serial	XR635	Westland	Scout AH.1	United Kingdom
15324	GB	RAF two-letter serial	XP854	Westland	Scout AH.1	United Kingdom
15336	GB	RAF two-letter serial	XP855	Westland	Scout AH.1	United Kingdom
15377	GB	RAF two-letter serial	XP895	Westland	Scout AH.1	United Kingdom
15938	GB	RAF two-letter serial	XV141	Westland	Scout AH.1	United Kingdom
16231	GB	RAF two-letter serial	XP902	Westland	Scout AH.1	United Kingdom
16232	GB	RAF two-letter serial	XP905	Westland	Scout AH.1	United Kingdom
16239	GB	RAF two-letter serial	XV139	Westland	Scout AH.1	United Kingdom
16379	GB	RAF two-letter serial	XV136	Westland	Scout AH.1	United Kingdom
16413	GB	RAF two-letter serial	XV123	Westland	Scout AH.1	United Kingdom
16435	GB	RAF two-letter serial	XT617	Westland	Scout AH.1	United Kingdom
17388	GB	RAF two-letter serial	XR597	Westland	Scout AH.1	Germany
17389	GB	RAF two-letter serial	XW799	Westland	Scout AH.1	Germany
14901	GB	British serial (maker is a UK airframe builder)	N5419	Bristol	Scout D	United Kingdom
7129	US	N-number	N18900	Ryan	SCW-145	United States
15429	GB	G- registration	G-OGIL	Short	SD3-30-200	United Kingdom
27008	US	N-number	N94KL	Velocity	SE	United States
9402	KH	XU- registration	XU-JTB	Sud Aviation	SE 210	Thailand
18944	FR	F- registration	F-RAFG	Sud Aviation	SE 210	France
5459	FR	F- registration	F-GCVL	Sud Aviation	SE 210-12	France
18184	FR	F- registration	F-BTOE	Sud Aviation	SE 210-12	France
18329	FR	F- registration	F-BHRY	Sud Aviation	SE 210Caravelle III	France
23474	SE	SE- registration	SE-DAF	Sud Aviation	SE 210Caravelle III	Finland
18605	FR	F- registration	F-BOHA	Sud-Aviation	SE 210III	France
13202	EC	HC- registration	HC-BDS	Sud Aviation	SE 210VI-N	Ecuador
9082	DE	Bundeswehr NN+NN	75+16	Sud Aviation	SE 3130	Thailand
9083	DE	Bundeswehr NN+NN	75+19	Sud Aviation	SE 3130	Thailand
17736	DE	D- registration	D-HIBE	Sud Aviation	SE 3130Alouette II	Germany
5279	US	N-number	N1001U	Sud Aviation	SE-210	United States
10667	IT	I- registration	I-DABA	Sud Aviation	SE-210VI-N	Uganda
19696	TR	TC- registration	TC-ABA	Sud Aviation	SE.210-10B1R	Turkey
23305	NO	LN- registration	LN-KLH	Sud Aviation	SE.210III	Norway
23412	DK	OY- registration	OY-KRD	Sud Aviation	SE.210III	Denmark
5449	FR	F- registration	F-ZWWE	Sud-Est	SE.3210	France
5450	FR	F- registration	F-ZWTV	Sud-Est	SE.5003	France
15923	GB	RAF two-letter serial	WL732	Boulton Paul	Sea Balliol T.21	United Kingdom
9717	US	N-number	N667RR	Ross	Sea Bird-1	United States
15380	GB	RAF two-letter serial	XK896	de Havilland	Sea Devon C.20	United Kingdom
16118	GB	RAF two-letter serial	XK895	de Havilland	Sea Devon C.20	United Kingdom
24009	US	US registration (maker is not a UK airframe builder)	N9735	Rogers	Sea Eagle RBX	United States
6219	GB	RAF two-letter serial	SR661	Hawker	Sea Fury FB.11	United Kingdom
14814	GB	RAF two-letter serial	VX653	Hawker	Sea Fury FB.11	United Kingdom
14875	GB	RAF two-letter serial	WJ231	Hawker	Sea Fury FB.11	United Kingdom
15211	GB	RAF two-letter serial	VW589	Hawker	Sea Fury FB.11	United Kingdom
15389	GB	RAF two-letter serial	VR930	Hawker	Sea Fury FB.11	United Kingdom
20283	US	N-number	N60SF	Hawker	Sea Fury FB.11	United States
21088	GB	RAF two-letter serial	TG119	Hawker	Sea Fury FB.11	Canada
21527	GB	RAF two-letter serial	WG565	Hawker	Sea Fury FB.11	Canada
21787	GB	RAF two-letter serial	VW647	Hawker	Sea Fury FB.11	Australia
21977	GB	RAF two-letter serial	WG630	Hawker	Sea Fury FB.11	Australia
22402	GB	RAF two-letter serial	VX730	Hawker	Sea Fury FB.11	Australia
7102	GB	RAF two-letter serial	WJ288	Hawker	Sea Fury Mk 10	United States
17624	GB	RAF two-letter serial	WG655	Hawker	Sea Fury TT.20	Germany
14908	GB	British serial (maker is a UK airframe builder)	N5518	Gloster	Sea Gladiator Mk II	United Kingdom
14895	GB	RAF two-letter serial	XZ499	British Aerospace	Sea Harrier F/A.2	United Kingdom
15385	GB	RAF two-letter serial	ZD611	British Aerospace	Sea Harrier F/A.2	United Kingdom
15944	GB	RAF two-letter serial	ZD578	British Aerospace	Sea Harrier F/A.2	United Kingdom
15424	GB	RAF two-letter serial	ZD582	British Aerospace	Sea Harrier F/A2	United Kingdom
16096	GB	RAF two-letter serial	ZE697	British Aerospace	Sea Harrier F/A2	United Kingdom
16474	GB	RAF two-letter serial	ZE691	British Aerospace	Sea Harrier F/A2	United Kingdom
14211	GB	RAF two-letter serial	ZD610	British Aerospace	Sea Harrier FA.2	United Kingdom
14388	GB	RAF two-letter serial	XZ457	British Aerospace	Sea Harrier FA.2	United Kingdom
14529	GB	RAF two-letter serial	ZH811	British Aerospace	Sea Harrier FA.2	United Kingdom
14658	GB	RAF two-letter serial	ZH796	British Aerospace	Sea Harrier FA.2	United Kingdom
14824	GB	RAF two-letter serial	ZA175	British Aerospace	Sea Harrier FA.2	United Kingdom
15250	GB	RAF two-letter serial	ZE694	British Aerospace	Sea Harrier FA.2	United Kingdom
15450	GB	RAF two-letter serial	ZA176	British Aerospace	Sea Harrier FA.2	United Kingdom
15641	GB	RAF two-letter serial	ZD607	British Aerospace	Sea Harrier FA.2	United Kingdom
15996	GB	RAF two-letter serial	XZ494	British Aerospace	Sea Harrier FA.2	United Kingdom
16146	GB	RAF two-letter serial	ZA195	British Aerospace	Sea Harrier FA.2	United Kingdom
16317	GB	RAF two-letter serial	XZ459	British Aerospace	Sea Harrier FA.2	United Kingdom
19278	GB	RAF two-letter serial	ZH808	British Aerospace	Sea Harrier FA.2	Cyprus
20838	GB	RAF two-letter serial	ZD615	British Aerospace	Sea Harrier FA.2	Canada
3940	GB	RAF two-letter serial	ZH810	British Aerospace	Sea Harrier FA2	United States
14900	GB	RAF two-letter serial	XZ493	British Aerospace	Sea Harrier FRS.1	United Kingdom
14912	GB	RAF two-letter serial	WF219	Hawker	Sea Hawk F.1	United Kingdom
15941	GB	RAF two-letter serial	WF225	Hawker	Sea Hawk F.1	United Kingdom
15574	GB	RAF two-letter serial	WF259	Hawker	Sea Hawk F.2	United Kingdom
6216	GB	RAF two-letter serial	WM969	Hawker	Sea Hawk FB.5	United Kingdom
14182	GB	RAF two-letter serial	WF299	Hawker	Sea Hawk FB.5	United Kingdom
14220	GB	RAF two-letter serial	WM961	Hawker	Sea Hawk FB.5	United Kingdom
14966	GB	RAF two-letter serial	WM983	Hawker	Sea Hawk FB.5	United Kingdom
15486	GB	RAF two-letter serial	WM913	Hawker	Sea Hawk FB.5	United Kingdom
16353	GB	RAF two-letter serial	WN108	Hawker	Sea Hawk FB.5	United Kingdom
14362	GB	RAF two-letter serial	WV910	Hawker	Sea Hawk FGA.4	United Kingdom
14759	GB	RAF two-letter serial	WV795	Hawker	Sea Hawk FGA.6	United Kingdom
14885	GB	RAF two-letter serial	WV856	Hawker	Sea Hawk FGA.6	United Kingdom
14921	GB	RAF two-letter serial	XE340	Hawker	Sea Hawk FGA.6	United Kingdom
15241	GB	RAF two-letter serial	XE368	Hawker	Sea Hawk FGA.6	United Kingdom
15249	GB	RAF two-letter serial	WV797	Hawker	Sea Hawk FGA.6	United Kingdom
15390	GB	RAF two-letter serial	WV908	Hawker	Sea Hawk FGA.6	United Kingdom
15624	GB	RAF two-letter serial	WV838	Hawker	Sea Hawk FGA.6	United Kingdom
17107	GB	RAF two-letter serial	WV865	Hawker	Sea Hawk FGA.6	Germany
17310	GB	RAF two-letter serial	XE327	Hawker	Sea Hawk FGA.6	Germany
16386	IE	EI- registration	EI-BUO	Aero Composites	Sea Hawker	United Kingdom
14697	GB	RAF two-letter serial	VX250	de Havilland	Sea Hornet NF.21	United Kingdom
14698	GB	RAF two-letter serial	VW957	de Havilland	Sea Hornet NF.21	United Kingdom
16030	GB	G- registration	G-BKTH	Hawker	Sea Hurricane IB	United Kingdom
20686	GB	RAF two-letter serial	BW862	Hawker	Sea Hurricane Mk IIB	Canada
14309	GB	RAF two-letter serial	AE977	Hawker	Sea Hurricane Mk X	United Kingdom
14938	GB	RAF two-letter serial	XV714	Westland	Sea King ASaC.7	United Kingdom
15130	GB	RAF two-letter serial	XZ588	Westland	Sea King HAR.3	United Kingdom
15131	GB	RAF two-letter serial	XZ597	Westland	Sea King HAR.3	United Kingdom
15143	GB	RAF two-letter serial	ZE368	Westland	Sea King HAR.3	United Kingdom
15352	GB	RAF two-letter serial	XZ592	Westland	Sea King HAR.3	United Kingdom
15423	GB	RAF two-letter serial	XZ590	Westland	Sea King HAR.3	United Kingdom
15656	GB	RAF two-letter serial	XZ587	Westland	Sea King HAR.3	United Kingdom
15725	GB	RAF two-letter serial	XZ585	Westland	Sea King HAR.3	United Kingdom
16478	GB	RAF two-letter serial	XZ589	Westland	Sea King HAR.3	United Kingdom
16479	GB	RAF two-letter serial	ZE369	Westland	Sea King HAR.3	United Kingdom
14217	GB	RAF two-letter serial	XZ575	Westland	Sea King HAS.5	United Kingdom
14941	GB	RAF two-letter serial	XZ574	Westland	Sea King HAS.5	United Kingdom
6260	GB	RAF two-letter serial	XV712	Westland	Sea King HAS.6	United Kingdom
14578	GB	RAF two-letter serial	ZG461	Westland	Sea King HAS.6	United Kingdom
14864	GB	RAF two-letter serial	XV663	Westland	Sea King HAS.6	United Kingdom
15082	GB	RAF two-letter serial	ZA133	Westland	Sea King HAS.6	United Kingdom
15139	GB	RAF two-letter serial	XZ921	Westland	Sea King HAS.6	United Kingdom
15322	GB	RAF two-letter serial	ZA136	Westland	Sea King HAS.6	United Kingdom
16092	GB	RAF two-letter serial	XV659	Westland	Sea King HAS.6	United Kingdom
16242	GB	RAF two-letter serial	XV677	Westland	Sea King HAS.6	United Kingdom
14195	GB	RAF two-letter serial	ZD477	Westland	Sea King HC.4	United Kingdom
14218	GB	RAF two-letter serial	ZD476	Westland	Sea King HC.4	United Kingdom
14726	GB	RAF two-letter serial	ZD480	Westland	Sea King HC.4	United Kingdom
14904	GB	RAF two-letter serial	ZA298	Westland	Sea King HC.4	United Kingdom
14961	GB	RAF two-letter serial	ZG822	Westland	Sea King HC.4	United Kingdom
15133	GB	RAF two-letter serial	ZA314	Westland	Sea King HC.4	United Kingdom
15140	GB	RAF two-letter serial	ZA291	Westland	Sea King HC.4	United Kingdom
15141	GB	RAF two-letter serial	ZA313	Westland	Sea King HC.4	United Kingdom
15142	GB	RAF two-letter serial	ZD625	Westland	Sea King HC.4	United Kingdom
15144	GB	RAF two-letter serial	ZE425	Westland	Sea King HC.4	United Kingdom
15145	GB	RAF two-letter serial	ZE428	Westland	Sea King HC.4	United Kingdom
15146	GB	RAF two-letter serial	ZF121	Westland	Sea King HC.4	United Kingdom
15948	GB	RAF two-letter serial	ZF118	Westland	Sea King HC.4	United Kingdom
16149	GB	RAF two-letter serial	ZD627	Westland	Sea King HC.4	United Kingdom
16418	GB	RAF two-letter serial	ZA299	Westland	Sea King HC.4	United Kingdom
15138	GB	RAF two-letter serial	XV651	Westland	Sea King HU.5	United Kingdom
15943	GB	RAF two-letter serial	XV673	Westland	Sea King HU.5	United Kingdom
16134	GB	RAF two-letter serial	XV647	Westland	Sea King HU.5	United Kingdom
17145	DE	Bundeswehr NN+NN	89+55	Westland	Sea King Mk 41	Germany
17637	DE	Bundeswehr NN+NN	89+61	Westland	Sea King Mk 41	Germany
21914	GB	RAF two-letter serial	JN200	Supermarine	Sea Otter I	Australia
15619	GB	RAF two-letter serial	WF128	Percival	Sea Prince T.1	United Kingdom
14342	GB	RAF two-letter serial	WF118	Percival	Sea Prince T.1	United Kingdom
14914	GB	RAF two-letter serial	WP313	Percival	Sea Prince T.1	United Kingdom
14967	GB	RAF two-letter serial	WP308	Percival	Sea Prince T.1	United Kingdom
15936	GB	RAF two-letter serial	WM735	Percival	Sea Prince T.1	United Kingdom
16081	GB	RAF two-letter serial	WP314	Percival	Sea Prince T.1	United Kingdom
